x,y,uy,y_ls,uy_ls,y_gls,uy_gls
-1.64429530201342,-2.89099963621052,0.342214765100671,-2.84540777745015,0.0276853348984518,-2.82519328412702,0.329881626293969
-1.57718120805369,-2.9513739129097,0.348859060402685,-2.85465814679437,0.0281463863747379,-2.86253003575523,0.336186272513192
-1.51006711409396,-2.93191981093919,0.355503355704698,-2.8436158561451,0.0286055595285416,-2.89004102619207,0.342471429811958
-1.44295302013423,-2.73953288839755,0.362147651006711,-2.82195750651481,0.0290624401484626,-2.90691724987641,0.348734973815149
-1.3758389261745,-2.746667918388,0.368791946308725,-2.80062072689148,0.0295173086792895,-2.91231521695941,0.354974951791132
-1.30872483221477,-2.73153515605257,0.375436241610738,-2.7876105358821,0.0299705848581616,-2.90537476908495,0.361189709720991
-1.24161073825503,-2.82825838716703,0.382080536912752,-2.78440607280003,0.0304222133350727,-2.8852417503788,0.367378064579179
-1.1744966442953,-2.8705616982502,0.388724832214765,-2.78447514188937,0.03087184011051,-2.85109456822436,0.373539471105261
-1.10738255033557,-2.75232313793983,0.395369127516779,-2.77472001520343,0.0313193479466288,-2.80217345886456,0.379674135229414
-1.04026845637584,-2.6524983330371,0.402013422818792,-2.73958913439619,0.0317649344050476,-2.73781111501054,0.385783040254503
-0.973154362416107,-2.67641137215454,0.408657718120805,-2.66650795083414,0.0322087417094345,-2.657463243771,0.391867872199367
-0.906040268456376,-2.55989638180943,0.415302013422819,-2.55064882764401,0.0326506583249571,-2.5607376070964,0.397930852014992
-0.838926174496644,-2.50438936755193,0.421946308724832,-2.39716262247348,0.0330905192580035,-2.44742015366446,0.403974499973293
-0.771812080536913,-2.23822507352976,0.428590604026846,-2.21984132612641,0.0335283245606267,-2.31749697712078,0.410001368217243
-0.704697986577181,-1.92455301241404,0.435234899328859,-2.03648252562844,0.0339641706638452,-2.17117102374086,0.416013780021836
-0.63758389261745,-1.86257616841934,0.441879194630872,-1.86249855390667,0.0343980709966616,-2.00887271274571,0.422013609416795
-0.570469798657718,-1.64584262016724,0.448523489932886,-1.705062302134,0.0348299472797306,-1.83126391189087,0.428002124560891
-0.503355704697987,-1.56502342156518,0.455167785234899,-1.55999811772556,0.035259747323929,-1.63923501481565,0.433979905461069
-0.436241610738255,-1.53613455266001,0.461812080536913,-1.41270985873156,0.0356874755111309,-1.43389517910986,0.439946834166303
-0.369127516778524,-1.28016381287837,0.468456375838926,-1.24300569599309,0.0361131235581962,-1.21655608884,0.445902145705562
-0.302013422818792,-0.982015506254755,0.47510067114094,-1.03224963829557,0.0365366557717142,-0.988709886693763,0.451844522114578
-0.23489932885906,-0.718443039016345,0.481744966442953,-0.770371899159505,0.0369580651959165,-0.752002164647674,0.457772210195045
-0.167785234899329,-0.421344479099773,0.488389261744966,-0.460245715262455,0.0373773657701852,-0.508201096027633,0.463683145549234
-0.100671140939597,-0.127126348602321,0.49503355704698,-0.117813119446784,0.0377945137427386,-0.259163926880212,0.469575069736117
-0.0335570469798658,0.162690360757218,0.501677852348993,0.232185312985374,0.0382094206639656,-0.00680211492433522,0.475445632671487
0.0335570469798658,0.539527532841785,0.508322147651007,0.563473887621176,0.0386220806651835,0.246953591930448,0.481292477352929
0.100671140939597,0.968919421634744,0.51496644295302,0.856027794998223,0.0390325905740486,0.500186906542613,0.487113307706418
0.167785234899329,1.03990394185807,0.521610738255034,1.10171204730174,0.0394409657945676,0.751027472172856,0.492905942397076
0.23489932885906,1.20512158368152,0.528255033557047,1.30585363151495,0.0398470293990517,0.997679110292247,0.498668357855574
0.302013422818792,1.58679781605692,0.53489932885906,1.48426574206653,0.0402506237052678,1.23844411484027,0.504398722967775
0.369127516778524,1.66578308532683,0.541543624161074,1.65685822757814,0.040651868957569,1.47174309479306,0.510095426442127
0.436241610738255,1.86743755892107,0.548187919463087,1.84017759655858,0.0410509991594481,1.69613011065086,0.515757096454811
0.503355704697987,2.07672827438687,0.554832214765101,2.04157965316129,0.0414479276160353,1.91030308962926,0.521382611248176
0.570469798657718,2.195631524198,0.561476510067114,2.25710881023092,0.0418422537917829,2.11310972517547,0.526971099217552
0.63758389261745,2.38425347813455,0.568120805369127,2.47376347057557,0.0422338541694516,2.3035492569314,0.532521927664007
0.704697986577181,2.69705679389927,0.574765100671141,2.67517824611871,0.042623168809357,2.48077067806457,0.538034680624445
0.771812080536913,2.85246746752494,0.581409395973154,2.84846734010437,0.0430105488271697,2.64406802171174,0.543509127650064
0.838926174496644,3.06870720747912,0.588053691275168,2.98953977003384,0.043395539206253,2.79287343426364,0.548945186680243
0.906040268456376,3.12107085313296,0.594697986577181,3.10479099472721,0.0437773890040839,2.92674875108987,0.554342884894096
0.973154362416107,3.20262771787899,0.601342281879195,3.20848040049218,0.0441562718910304,3.04537625389417,0.559702321377327
1.04026845637584,3.28490797501801,0.607986577181208,3.31678645486028,0.0445332281165413,3.14854921504534,0.565023634582118
1.10738255033557,3.48668373696609,0.614630872483221,3.44084160536973,0.0449085089448959,3.23616273180146,0.570306976028655
1.1744966442953,3.52841363421475,0.621275167785235,3.58147433047109,0.0452808142073645,3.30820523268121,0.575552489832081
1.24161073825503,3.60481951975172,0.627919463087248,3.7277546132219,0.045649110745348,3.36475091012385,0.580760295872392
1.30872483221477,3.87829950372462,0.634563758389262,3.85999352949384,0.0460145694811225,3.40595320846856,0.585930473218296
1.3758389261745,4.10905642331514,0.641208053691275,3.95615021069236,0.0463791254542238,3.43203938346905,0.591063040151433
1.44295302013423,4.02796906141663,0.647852348993289,3.99931001868269,0.0467421645573135,3.44330605645273,0.596157928022188
1.51006711409396,3.95827302707005,0.654496644295302,3.98351010284783,0.047100753207759,3.44011561795165,0.601214948167933
1.57718120805369,3.82664407741512,0.661140939597315,3.91583521275748,0.0474541590489073,3.42289329468805,0.606233753938545
1.64429530201342,3.91859603099422,0.667785234899329,3.8141131186922,0.0478058471192244,3.3921246800093,0.611213802937933
1.71140939597315,3.60440258257594,0.674429530201342,3.70114377836655,0.0481584993317547,3.34835353868012,0.61615432718959
1.77852348993289,3.6445280915475,0.681073825503356,3.59758468731159,0.0485088427308044,3.2921797276247,0.621054320296726
1.84563758389262,3.40991088356101,0.687718120805369,3.51596482953547,0.0488516317153705,3.22425711861977,0.625912550162428
1.91275167785235,3.43507595999846,0.694362416107383,3.45773830287822,0.049188515113994,3.1452914599638,0.630727603120796
1.97986577181208,3.51778795048786,0.701006711409396,3.4140966032906,0.0495272560932175,3.05603816459169,0.635497960509685
2.04697986577181,3.50944639744495,0.707651006711409,3.36993042107731,0.0498695910105756,2.95730005522137,0.640222102410196
2.11409395973154,3.25510170350695,0.714295302013423,3.30936155339965,0.0502061051059955,2.84992512737808,0.644898626608849
2.18120805369128,3.16604493985526,0.720939597315436,3.22095266491795,0.0505296843975745,2.73480440450163,0.649526365281734
2.24832214765101,3.08810671858409,0.72758389261745,3.10105984232519,0.0508490997020074,2.61286995385309,0.654104479062386
2.31543624161074,2.90627644076602,0.734228187919463,2.9545835313691,0.0511781528751649,2.48509310755157,0.658632509411561
2.38255033557047,2.66191918200744,0.740872483221477,2.79324677565629,0.0515122579922229,2.35248289191105,0.663110376365743
2.4496644295302,2.75988696246778,0.74751677852349,2.63218166213908,0.051830923841215,2.21608461410862,0.667538319690332
2.51677852348993,2.59197761728032,0.754161073825503,2.4858890602857,0.0521298344174993,2.07697849339017,0.67191679597808
2.58389261744966,2.41651285219611,0.760805369127517,2.36458277863145,0.0524338193335163,1.93627816065984,0.67624635993836
2.6510067114094,2.14767344961437,0.76744966442953,2.27167663228473,0.0527612077569688,1.79512879198842,0.680527571725846
2.71812080536913,2.2513669205379,0.774093959731544,2.20286832210787,0.0530887075248843,1.65470459461989,0.684760979927331
2.78523489932886,2.11340275829037,0.780738255033557,2.14699306300967,0.0533805426001584,1.51620533410454,0.688947228282922
2.85234899328859,2.00752799575381,0.78738255033557,2.08855283984997,0.0536491876563876,1.38085158261333,0.69308732096205
2.91946308724832,1.94804494829558,0.794026845637584,2.01152825628221,0.0539480167098095,1.2498783841598,0.697183055685406
2.98657718120805,2.12619403901514,0.800671140939597,1.90374212998695,0.0542878260989686,1.12452707344219,0.701237598053153
3.05369127516779,1.83689355390995,0.807315436241611,1.76074680818905,0.0546043941738779,1.00603505054467,0.705256128592817
3.12080536912752,1.32735525641698,0.813959731543624,1.58810158074615,0.054851467218713,0.895623401241789,0.709246453119157
3.18791946308725,1.36262271368667,0.820604026845638,1.40113802155882,0.0550900371160488,0.794482357986442,0.713219435406244
3.25503355704698,1.42440293251221,0.827248322147651,1.22192034974858,0.055412176298264,0.703754714387826,0.71718909763761
3.32214765100671,1.14646722436936,0.833892617449664,1.07396679848016,0.0557849249756392,0.624517429766659,0.721172246098521
3.38926174496644,0.763391716430993,0.840536912751678,0.976124460366577,0.0560720698370446,0.557761783362398,0.72518752160716
3.45637583892617,1.02029244459048,0.847181208053691,0.937448490740497,0.0562486631379143,0.504372553108224,0.7292538461593
3.52348993288591,0.998850533937925,0.853825503355705,0.95478420080877,0.056481591812111,0.465106795040655,0.733388333320704
3.59060402684564,0.971178757891507,0.860469798657718,1.01396329532277,0.0568890739915837,0.440572880613588,0.737603838039374
3.65771812080537,0.938306934601327,0.867114093959731,1.09433849514198,0.05731233165068,0.431210505675246,0.741906424500218
3.7248322147651,1.23921797319102,0.873758389261745,1.17521637462839,0.0575196758806458,0.437272413148859,0.746293108178602
3.79194630872483,1.41527279415938,0.880402684563758,1.24205392121984,0.0576057187320059,0.458808569426979,0.75075026088493
3.85906040268456,1.27531284640785,0.887046979865772,1.29034761029128,0.0579287089552524,0.495653501460725,0.755253040956537
3.9261744966443,1.33125262270213,0.893691275167785,1.3259649169515,0.0585431527561813,0.547417438246641,0.759766119617604
3.99328859060403,1.33780654883875,0.900335570469799,1.36194902639537,0.0590044366058456,0.613481808936893,0.764245825123134
4.06040268456376,1.27398936539724,0.906979865771812,1.41308514526164,0.0590307858274624,0.692999533344773,0.768643636076348
4.12751677852349,1.45347539095224,0.913624161073825,1.49027579947623,0.0590902000707178,0.784900403427622,0.772910749997309
4.19463087248322,1.64154052993778,0.920268456375839,1.59675479691806,0.059807144400924,0.887901701374802,0.777003262132267
4.26174496644295,1.83905171604536,0.926912751677852,1.72740258199064,0.0608338681868151,1.00052403682609,0.780887340510926
4.32885906040268,1.92556389469447,0.933557046979866,1.87122458927327,0.0611770216829994,1.12111221838142,0.784543699003079
4.39597315436242,2.0341403303085,0.940201342281879,2.01588844753506,0.0609027709530437,1.24786080900853,0.787970665962716
4.46308724832215,1.9591126493632,0.946845637583893,2.15251958305791,0.0615336515671542,1.37884385721195,0.791185229700318
4.53020134228188,2.36684331207885,0.953489932885906,2.27895994486324,0.0636280632556342,1.5120481515721,0.79422161367207
4.59731543624161,2.44037773990987,0.960134228187919,2.40035411622388,0.065133337879409,1.64540922081004,0.797127185990433
4.66442953020134,2.34431496773904,0.966778523489933,2.52695236262535,0.0646604790902214,1.7768491995061,0.799955821776376
4.73154362416107,2.80140618062387,0.973422818791946,2.67000996602221,0.0656311182918275,1.90431560488745,0.802759182717112
4.7986577181208,2.91648234718723,0.98006711409396,2.83726394354799,0.0717735971113896,2.02582002567227,0.805576712149252
4.86577181208054,3.01888646397842,0.986711409395973,3.02950515324177,0.0765892556521054,2.13947571175197,0.808425411563073
4.93288590604027,3.12280839888397,0.993355704697987,3.23928151339528,0.0757516917196275,2.24353307436563,0.811290609354345
5,3.50742296398627,1,3.45199200213445,0.120398966590088,2.33641215995481,0.814118911188289
